2015,Songshan Airport,1996920,121.55164,25.0631,No Data For previous year
2015,Zhongshan Junior High School,5264138,121.54422,25.06081,No Data For previous year
2015,Nanjing Fuxing,11111846,121.54404,25.05229,No Data For previous year
2015,Zhongxiao Fuxing,18324235,121.54379,25.0416,No Data For previous year
2015,Daan,7454570,121.54363,25.03282,No Data For previous year
2015,Technology Building,4964878,121.54345,25.02599,No Data For previous year
2015,Liuzhangli,3851782,121.55306,25.02384,No Data For previous year
2015,Linguang,1401124,121.55883,25.01852,No Data For previous year
2015,Xinhai,1076264,121.55701,25.00538,No Data For previous year
2015,Wanfang Hospital,4836268,121.55803,24.9995,No Data For previous year
2015,Wanfang Community,753260,121.56807,24.99861,No Data For previous year
2015,Muzha,1482146,121.57318,24.99825,No Data For previous year
2015,Taipei Zoo,3005994,121.57933,24.99828,No Data For previous year
2015,Dazhi,3268800,121.54815,25.08048,No Data For previous year
2015,Jiannann Rd.,3995944,121.55561,25.0849,No Data For previous year
2015,Xihu,4935526,121.56721,25.08216,No Data For previous year
2015,Gangquian,4521754,121.57528,25.08,No Data For previous year
2015,Wende,1829812,121.58497,25.07853,No Data For previous year
2015,Neihu,2799713,121.59421,25.08351,No Data For previous year
2015,Dahu Park,1194894,121.60231,25.08381,No Data For previous year
2015,Huzhou,2711150,121.60724,25.07269,No Data For previous year
2015,Donghu,2833424,121.61174,25.06758,No Data For previous year
2015,Nangang Software Park,1176860,121.61595,25.0599,No Data For previous year
2015,Taipei Nangang Exhibition Center,10024506,121.61762,25.05457,No Data For previous year
2015,Xiaobitan,813312,121.5353,24.96955,No Data For previous year
2015,Xindian,4093322,121.53761,24.95787,No Data For previous year
2015,Xindian District Office,3957598,121.5413,24.96739,No Data For previous year
2015,Qizhang,5365730,121.54291,24.97508,No Data For previous year
2015,Dapinglin,6884936,121.54137,24.98291,No Data For previous year
2015,Jingmei,5572085,121.54092,24.99318,No Data For previous year
2015,Wanlong,3188282,121.539,25.00197,No Data For previous year
2015,Gongguan,10618473,121.53435,25.01471,No Data For previous year
2015,Taipower Building,6864064,121.52819,25.02069,No Data For previous year
2015,Guting,11160680,121.52257,25.02689,No Data For previous year
2015,Chiang Kai-Shek Memorial Hall,9927824,121.51705,25.03427,No Data For previous year
2015,Xiaonannmen,2560676,121.51078,25.03567,No Data For previous year
2015,Dingxi,12240908,121.51545,25.01362,No Data For previous year
2015,Yongan Market,8978166,121.51113,25.00256,No Data For previous year
2015,Jingan,8718745,121.50509,24.99392,No Data For previous year
2015,Nanshijiao,7174804,121.50917,24.99041,No Data For previous year
2015,NTU Hospital,7799319,121.51622,25.04183,No Data For previous year
2015,Taipei Main Station,56521820,121.51744,25.04623,No Data For previous year
2015,Zhongshan,13241420,121.5204,25.05268,No Data For previous year
2015,Shuanglian,7783823,121.52071,25.05765,No Data For previous year
2015,Minquan W. Rd.,8333128,121.51936,25.06288,No Data For previous year
2015,Yuanshan,9658536,121.52013,25.07138,No Data For previous year
2015,Jiantan,13206452,121.52497,25.08424,No Data For previous year
2015,Shilin,10544201,121.52619,25.09347,No Data For previous year
2015,Zhishan,8380566,121.52254,25.10281,No Data For previous year
2015,Mingde,4214218,121.51882,25.10979,No Data For previous year
2015,Shipai,10524056,121.51564,25.11442,No Data For previous year
2015,Qilian,2558619,121.50626,25.12086,No Data For previous year
2015,Qiyan,2706124,121.50108,25.12558,No Data For previous year
2015,Beitou,6216018,121.49859,25.13191,No Data For previous year
2015,Xinbeitou,2531616,121.50253,25.13694,No Data For previous year
2015,Fuxinggang,1235032,121.48521,25.13745,No Data For previous year
2015,Zhongyi,942736,121.47312,25.13075,No Data For previous year
2015,Guandu,4248670,121.4672,25.12578,No Data For previous year
2015,Zhuwei,3443474,121.45946,25.13695,No Data For previous year
2015,Hongshulin,2611707,121.45895,25.15411,No Data For previous year
2015,Tamsui,14424645,121.44526,25.16799,No Data For previous year
2015,Dingpu,3800828,121.41927,24.95975,No Data For previous year
2015,Yongning,3374865,121.43683,24.96722,No Data For previous year
2015,Tucheng,4627944,121.44445,24.97323,No Data For previous year
2015,Haishan,6576301,121.44888,24.98555,No Data For previous year
2015,Far Eastern Hospital,8138278,121.45265,24.99859,No Data For previous year
2015,Fuzhong,11710054,121.45922,25.00893,No Data For previous year
2015,BL-Banqiao,14141754,121.46242,25.01409,No Data For previous year
2015,Xinpu,11203183,121.46799,25.023,No Data For previous year
2015,Jiangzicui,9319488,121.47224,25.0299,No Data For previous year
2015,Longshan Temple,17472016,121.50122,25.03523,No Data For previous year
2015,Ximen,16742820,121.50849,25.04221,No Data For previous year
2015,Shandao Temple,9090244,121.52334,25.04481,No Data For previous year
2015,Zhongxiao Xinsheng,12466642,121.53292,25.04235,No Data For previous year
2015,Zhongxiao Dunhua,11253318,121.54966,25.04149,No Data For previous year
2015,Sun Yat-Sen Memorial Hall,14168842,121.55769,25.04135,No Data For previous year
2015,Taipei City Hall,13982050,121.56526,25.04118,No Data For previous year
2015,Yongchun,6463699,121.57587,25.04086,No Data For previous year
2015,Houshanpi,5470884,121.582,25.04428,No Data For previous year
2015,Kunyang,4423156,121.59302,25.05019,No Data For previous year
2015,Nangang,3697540,121.60763,25.05218,No Data For previous year
2015,Xiangshan,6853814,121.57067,25.03279,No Data For previous year
2015,Taipei101/World Trade Center,8107255,121.56349,25.03298,No Data For previous year
2015,Xinyi Anhe,4085210,121.55323,25.03315,No Data For previous year
2015,Daan Park,2360640,121.53531,25.03354,No Data For previous year
2015,Beimen,6652548,121.51028,25.04929,No Data For previous year
2015,Songjiang Nanjing,9012778,121.53305,25.05202,No Data For previous year
2015,Taipei Arena,6572421,121.552,25.05165,No Data For previous year
2015,Nanjing Sanmin,6579032,121.5644,25.05144,No Data For previous year
2015,Songshan,5409880,121.57773,25.05,No Data For previous year
2015,Fu Jen University,3829096,121.43581,25.03277,No Data For previous year
2015,Xinzhuang,2785698,121.45232,25.03615,No Data For previous year
2015,Touqianzhuang,1466828,121.46162,25.03961,No Data For previous year
2015,Xianse Temple,1368746,121.47212,25.04653,No Data For previous year
2015,Sanchong,2201802,121.48395,25.0556,No Data For previous year
2015,Cailiao,3030026,121.49114,25.05965,No Data For previous year
2015,Taipei Bridge,3562322,121.49987,25.06294,No Data For previous year
2015,Daqiaotou,4750030,121.51285,25.06292,No Data For previous year
2015,Zhongshan Elementary School,7173996,121.52766,25.06265,No Data For previous year
2015,Xingtian Temple,8470154,121.53316,25.05797,No Data For previous year
2015,Dongmen,6178858,121.52832,25.03393,No Data For previous year
2015,Luzhou,4063114,121.46436,25.09156,No Data For previous year
2015,Sanmin Senior High School,4140413,121.47324,25.08567,No Data For previous year
2015,St. Ignatius High School,4043472,121.47962,25.08074,No Data For previous year
2015,Sanhe Junior High School,3973029,121.48635,25.07681,No Data For previous year
2015,Sanchong Elementary School,3418478,121.49744,25.06994,No Data For previous year
2015,Huilong,2861173,121.41266,25.02252,No Data For previous year
2015,Danfeng,1209407,121.4227,25.02892,No Data For previous year
2015,Shisizhang,0,121.52868,24.98398,No Data For previous year
2015,Xiulang Bridge,0,121.52412,24.99046,No Data For previous year
2015,Jingping,0,121.51595,24.99217,No Data For previous year
2015,Zhonghe,0,121.49685,25.00173,No Data For previous year
2015,Qiaohe,0,121.49023,25.00459,No Data For previous year
2015,Zhongyuan,0,121.48335,25.00851,No Data For previous year
2015,Banxin,0,121.47293,25.014,No Data For previous year
2015,Y-Banqiao,0,121.46469,25.01554,No Data For previous year
2015,Xinpu Minsheng,0,121.46697,25.0263,No Data For previous year
2015,Xingfu,0,121.4599,25.04978,No Data For previous year
2015,New Taipei Industrial Park,0,121.45958,25.06108,No Data For previous year
2016,Songshan Airport,2092136,121.55164,25.0631,4.77%
2016,Zhongshan Junior High School,5256347,121.54422,25.06081,-0.15%
2016,Nanjing Fuxing,12013775,121.54404,25.05229,8.12%
2016,Zhongxiao Fuxing,18469890,121.54379,25.0416,0.79%
2016,Daan,7923790,121.54363,25.03282,6.29%
2016,Technology Building,5031135,121.54345,25.02599,1.33%
2016,Liuzhangli,3902178,121.55306,25.02384,1.31%
2016,Linguang,1448082,121.55883,25.01852,3.35%
2016,Xinhai,1051319,121.55701,25.00538,-2.32%
2016,Wanfang Hospital,4866769,121.55803,24.9995,0.63%
2016,Wanfang Community,768844,121.56807,24.99861,2.07%
2016,Muzha,1458636,121.57318,24.99825,-1.59%
2016,Taipei Zoo,2930605,121.57933,24.99828,-2.51%
2016,Dazhi,3299063,121.54815,25.08048,0.93%
2016,Jiannann Rd.,4128365,121.55561,25.0849,3.31%
2016,Xihu,5127284,121.56721,25.08216,3.89%
2016,Gangquian,4642810,121.57528,25.08,2.68%
2016,Wende,1854002,121.58497,25.07853,1.32%
2016,Neihu,2852638,121.59421,25.08351,1.89%
2016,Dahu Park,1221478,121.60231,25.08381,2.22%
2016,Huzhou,2751384,121.60724,25.07269,1.48%
2016,Donghu,2833563,121.61174,25.06758,0.0%
2016,Nangang Software Park,1409544,121.61595,25.0599,19.77%
2016,Taipei Nangang Exhibition Center,9862118,121.61762,25.05457,-1.62%
2016,Xiaobitan,839946,121.5353,24.96955,3.27%
2016,Xindian,4196518,121.53761,24.95787,2.52%
2016,Xindian District Office,3948153,121.5413,24.96739,-0.24%
2016,Qizhang,5600884,121.54291,24.97508,4.38%
2016,Dapinglin,7040946,121.54137,24.98291,2.27%
2016,Jingmei,5725030,121.54092,24.99318,2.74%
2016,Wanlong,3291128,121.539,25.00197,3.23%
2016,Gongguan,10777004,121.53435,25.01471,1.49%
2016,Taipower Building,6832774,121.52819,25.02069,-0.46%
2016,Guting,11202519,121.52257,25.02689,0.37%
2016,Chiang Kai-Shek Memorial Hall,10606574,121.51705,25.03427,6.84%
2016,Xiaonannmen,2884297,121.51078,25.03567,12.64%
2016,Dingxi,12613318,121.51545,25.01362,3.04%
2016,Yongan Market,9259070,121.51113,25.00256,3.13%
2016,Jingan,8693863,121.50509,24.99392,-0.29%
2016,Nanshijiao,7407182,121.50917,24.99041,3.24%
2016,NTU Hospital,7988980,121.51622,25.04183,2.43%
2016,Taipei Main Station,57481876,121.51744,25.04623,1.7%
